,,,,大氏,,,,,,,,,,,,,,,,,,,,,
田子の浦に,うちいでて見れば,白妙の,富士の高嶺に,雪はふりつつ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
天の原,富士のけぶりの,春の色の,霞になびく,あけぼのの空,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
道すがら,富士のけぶりも,わかざりき,晴るる間もなき,空のけしきに,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
しるしなき,けぶりを雲に,まがへつつ,夜を経て富士の,山と燃えなむ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
けぶり立つ,思ひならねど,人しれず,わびては富士の,ねをのみぞ泣く,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
富士の嶺の,煙もなほぞ,立ちのぼる,うへなきものは,おもひなりけり,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
世の中を,心たかくも,いとふかな,富士のけぶりを,身の思ひにて,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
風になびく,富士の煙の,空に消えて,行方もしらぬ,わが思かな,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
時知らぬ,山は富士の嶺,いつとてか,鹿の子まだらに,雪の降るらむ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
見わたせば,雲居はるかに,雪白し,富士の高嶺の,あけぼのの空,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
ここからは,富士が見えなくて,さびしいと,わたしがいるのに,妻がつぶやく,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
富士山は,背中を押して,くれました,職なきときも,離職のときも,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
人間は,ちっぽけなものだと,五合目で,言うな父さん,富士山顔で,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
参考書,開くその手は,そのままに,車窓の富士に,誓う合格,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
江戸川に,富士を見にゆく,何もかも,リセットしてし,まいたくなるとき,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
山のなか,小さくなってく,友の背と,大きくなった,蝉の鳴き声,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
念願の,あの頂に,立つために,富士を横目に,今日も漕ぎ抜く,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
富士山の,晴れたる夜は,山小屋の,明り点々,空へと続く,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
大きいな,とても大きい,大きいぜ,こんな器に,私はなりたい,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
教室の,窓の向こうに,見える富士,履修の日々が,離愁に変わる,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
地面蹴り,目指すはゴール,一番に,明日で引退,悔いはない,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
自己ベスト,記録更新,目標に,今日も頑張る,全力疾走,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
打席立つ,相手を睨み,白球を,投げては伝う,大粒の汗,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
ベンチから,声援おくる,後輩に,野球部の夏,過ぎていく,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
おかしいぞ,ボール蹴り上げ,早3年,モテると聞いて,入部したのに,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
青空と,吐く息白い,運動場,ボール追いかけ,ホイッスル鳴る,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
球拾い,早くはきたい,憧れの,スコート夢見て,毎日努力,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
漫画読み,はじめたテニス,楽しくて,今ではハマリ,目指せ優勝,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
合奏中,一人で吹いて,講師言う,ホルン持ち上げ,緊張の一音,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
コンクール,ゴールド金賞,聞きたくて,休日返上,今日も練習,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
歌声が,混じり奏でる,ハーモニー,目指すは優勝,最後の舞台,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
合唱部,花粉大敵,声変わる,完全防備,クシャミを一つ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
静けさに,届けと祈る,私の気持ち,君のボール,リングに入る,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
ダンダンと,鳴り響く音,体育館,暑さに負けず,汗拭う俺,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
一本を,とるため己,鍛え抜く,防具を脱いで,涼やかな顔,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
間を読んで,一触即発,ズイズイと,こわばる空気,剣で切り裂く,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
永遠と,ラリーが続き,汗つたう,生き飲む会場,響くピンポン,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
楽しそう,気楽に入った,卓球部,意外とキツいぞ,反復横跳び,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
強敵だ,怯まず挑む,全員で,仲間と繋ぐ,バレーのボール,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
寒い冬,身体にあたる,ボールが痛い,だけど辞めない,春はもうすぐ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
和英辞書,片手に教えた,折鶴は,海をも越える,友情の証,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
さびしいな,みんなとお別れ,いやだけど,新しい一歩,踏み出していこう,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
泣き笑い,仲間とともに,輝いた,思い出胸に,夢へ羽ばたけ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
ありがとう,いつも一緒に,いてくれて,離れていても,心はともに,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
巡りあい,今でも続く,腐れ縁,出会いなければ,わたしはいない,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
時忘れ,気付けば長居,してしまう,それが友との,語り合いなり,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
価値観が,違うからこそ,言い合って,理解し合って,深まる絆,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
なつかしき,ベーゴマ握り,友達と,夢中にあそぶ,十三の秋,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
思い出の,手紙の返事,まちわびて,日々わすれない,ポストのチェック,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
登校時,「行きたくないな」と,言ってても,行ったら行ったで,楽しい学校,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
電車にて,幼なじみの,あの人に,小さいままだと,言われた私,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
暑い夏,汗水たらし,がむしゃらに,最高の仲間と,最後の舞台,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
友達と,話した時間,永遠に,私の記憶,残り続けて,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
帰り道,雨でも友達,一緒なら,晴れにも負けない,楽しい時間,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
スマートフォン,人と人とを,繋げれる,友達つくる,近道になる,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
制服も,この風景も,友達も,ここにしかない,宝物です,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
読書中,友達が来て,中断に,話に夢中で,内容忘れる,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
友達と,大きな夢を,かたりあう,心ははずみ,笑顔にかわる,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
,,,,大氏,,,,,,,,,,,,,,,,,,,,,
友達に,負けたくなくて,嘘をつく,おれの父さん,社長なんだぜ,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,
,,,,山本,,,,,,,,,,,,,,,,,,,,,
,,,,海原,,,,,,,,,,,,,,,,,,,,,
,,,,山下,,,,,,,,,,,,,,,,,,,,,
